,Date,User,Tweet,lokasi
32,2023-02-17 11:14:46+00:00,MohdYoga4,"#CakImin Raih Dukungan #BudalGus1 Teratas SMRC Survey Uji Kekuatan Elektoral NU
#GusMuhaiminBerangkat 
@cakimiNOW @DPP_PKB  @EmHasanuddin  @baGUSMUHAIMIN24  @BagusMuhaiminS1 @Brigade01Arwan1 @Mursyidan10 @HasanZulfahmi @AcehTpp
👉BACA👇👇👇 https://t.co/XBCaYsog13","Bireuen, Nangro Aceh Darussala"
33,2023-02-17 10:29:21+00:00,ahmadhellishfau,#JokowiCakImin #JoinKepri2019 #NasionalisReligius FOLLOW | RETWEET | LIKE | KOMEN Jokowi-CakImin https://t.co/aGBoK6PMa8,
34,2023-02-17 08:21:47+00:00,dpwpkbjabar,"Jadikan Desa sebagai prioritas pembangunan abad 21.

#nu #1abadnu #gusmuhaimin #muhaiminiskandar #anakyatim #pkb #cakimin #syaifulhuda #acepjamaludin #desa #indonesia
#indonesiaemas

PKB Ka 1
Jabar nga 1

@dpp_pkb @cakiminow @emhasanuddin @syaifulhooda @AcepJamaludin01 https://t.co/lmDrq5bHUm","Kota Bandung, Jawa Barat"
35,2023-02-17 08:03:20+00:00,Gus_Tamim_,"Dari Desa untuk Indonesia
Budal Gus !
@cakimiNOW #gusmuhaiminpresident2024 
#akunuakupkb #mandatdesa 
#cakimin #GusMuhaimin @DPP_PKB @dpwpkbjatim_ https://t.co/lcu1aXpNzC",
36,2023-02-17 06:29:41+00:00,ahmadhellishfau,#JokowiCakImin #JoinKepri2019 #NasionalisReligius FOLLOW | RETWEET | LIKE | KOMEN Jokowi-CakImin https://t.co/TXWQ0j3ptH,
37,2023-02-17 06:25:28+00:00,EErupley,#cakimin https://t.co/AgmQvs0eOJ,
38,2023-02-17 06:22:07+00:00,Dicky3hook,#CakImin https://t.co/svp6zgYVJe,
39,2023-02-17 05:00:04+00:00,rmp_officials,"Bismillah Allahumma bibarkati poro ulama NU 

#CakImin #GusMuhaimin #Muhaimin #MuhaiminIskandar #SatuAbadNU #NahdlatulUlama #NU https://t.co/Jqf5HehJdV",
40,2023-02-17 04:37:05+00:00,apip_mustari,"#CakImin
#SaifulHoda
#Z_OlehSoleh https://t.co/jIwGvXHkFd",Tanjungjaya Tasikmalaya
41,2023-02-17 04:19:51+00:00,utadmuhtadi1982,"#cakimin 
#olehsoleh 
#huda https://t.co/7oIwgcB3IX",
42,2023-02-17 03:52:15+00:00,lpppkbpas,"Cak Imin tidak bisa diragukan lagi soal ke-NU-an, beliau lahir, besar dan dididik oleh keluarga NU!

#CakImin #GusMuhaimin #Muhaimin #MuhaiminIskandar #SatuAbadNU #NahdlatulUlama #NU #LPPPKBKabPasuruan https://t.co/pgqEUTsVqW",
43,2023-02-17 02:50:05+00:00,Kop15achet,@Bambangelf Cakimin pancen oyyee..,
44,2023-02-16 20:39:10+00:00,Samuder53291026,"10 tahun yg lalu saat menggantar #MariAlkatiri silaturaheem ke rumah dinas @cakimiNOW,beliau sambil bercanda mengatakan bhw apapun yg dilakukan dan di prediksi ttg #Pesantren akhirnya #PKB juga yg jadi pilihan para Kyahi dan Santri.Jatim gudangnya Pesantren tanpa #Cakimin, hati2! https://t.co/Dv8wRxS6cX","DKI Jakarta, Indonesia"
45,2023-02-16 20:19:25+00:00,Samuder53291026,"@prabowo konon berpeluang kalah di #Jatim krn @KhofifahIP lbh menjanjikan.ttp jgn lupa ada #PKB yg jadi mesin suara di sini dan itu identik dgn #CakImin bukan #khofifah.Krn @Gerindra belum memenuhi PT 20%. Dibutuhkan komitmen dlm berkoalisi. 
@cakiminNOW
https://t.co/afcjs0h3jQ","DKI Jakarta, Indonesia"
46,2023-02-16 16:30:36+00:00,satupersepsi,"- Social Experiment -

Kami memberikan beberapa pertanyaan kepada milenial dan gen z.
1. Kenal gak sama Gus Muhaimin?
2. Apa jabatan Gus Muhaimin saat ini?

Berikut hasilnya

#socialexperiment #satupersepsi #milenial #genz #gusmuhaimin #cakimin #pkb https://t.co/gYIFlceI9H","DKI Jakarta, Indonesia"
47,2023-02-16 14:30:08+00:00,dpwpkbjabar,"Berdasarkan survei SMRC, diketahui tokoh2 utama NU saat ini yakni Muhaimin mendapat dukungan sebesar 18,2 persen. 
#survey #politik #pemilu2024  #GusMuhaimin #MuhaiminIskandar #cakimin #syaifulhuda #acepjamaludin #pkb #partai #nu
@dpp_pkb @cakiminow @syaifulhooda @AcepJamaludin01 https://t.co/oEU0jwg1UL","Kota Bandung, Jawa Barat"
48,2023-02-16 14:25:42+00:00,Kop15achet,"@archabandung @cakimiNOW Nah, betul ini. Cakimin presiden, prabowo wapres.",
49,2023-02-16 13:50:29+00:00,talkaboutthis__,"Pertemuan Airlangga Hartarto dan Muhaimin Iskandar 💛💚 

#AirlanggaHartarto #golkarindonesia #PKB #MuhaiminIskandar #cakimin #capres2024 #pilores2024 #AntManAndTheWaspQuantumania https://t.co/QkXKX7sN0E",
50,2023-02-16 13:14:51+00:00,Jazilul_Fawaid,"Temuan hasil riset ilmiah dr SMRC ini menjadi pelecut langkah perjuangan kami untuk mengantarkan Gus Muhaimin @cakimiNOW maju di Pilpres 2024.

#BudalGus
#GusMuhaimin 
#PKB 
#cakimin 

https://t.co/S3PdJTAqo8","DKI Jakarta, Indonesia"
51,2023-02-16 11:56:54+00:00,arifkalbar69,"Cak Imin tidak bisa diragukan lagi soal ke-NU-an, beliau lahir, besar dan dididik oleh keluarga NU!

#GusMuhaimin #CakImin #BudalGus #GusMuhaiminBerangkat #NahdlatulUlama #1AbadNU #PKB #KebangkitanIndonesiaRaya #NU #SatuAbadNU #Politik @cakimiNOW @EmHasanuddin @zainul_munas https://t.co/OTVuYpw720",
52,2023-02-16 11:36:31+00:00,gaspoll2024,"Gus Muhaimin terima mandat ratusan Kepala Desa se-Jawa Timur untuk maju sebagai Calon Presiden pada 2024 mendatang.... Budal Gus!!

#gaspoll #GusMuhaiminAsikPoll #CakImin #mandatkades #budalgus https://t.co/VZjeUnb02h","DKI Jakarta, Indonesia"
53,2023-02-16 09:55:49+00:00,rmp_officials,"Cak Imin tidak bisa diragukan lagi soal ke-NU-an, beliau lahir, besar dan dididik oleh keluarga NU!

#CakImin #GusMuhaimin #Muhaimin #MuhaiminIskandar #SatuAbadNU #NahdlatulUlama #NU https://t.co/w9E2EE9B90",
54,2023-02-16 07:41:40+00:00,Forum_Daerah,"Dukung Maju Capres, Cak Imin Galang Dukungan dari Kepala Daerah di Jatim

Simak berita selengkapnya klik link berikut👇🏻
https://t.co/EH72JQXql4

#Capres #CakImin #KepalaDaerah #jawatimur",
55,2023-02-16 05:04:12+00:00,LebaLeba11,"Gus Muhaimin diberi mandat oleh kepala desa sebagai tokoh nasional untuk memimpin dan menyatukan Indonesia. 🇮🇩🇮🇩🇮🇩

#budalgus #gusmuhaiminberangkat #gusmuhaimin #MuhaiminIskandar  
#pkb 
#cakimin https://t.co/Fb1VYQPBzn",Lembata 
56,2023-02-16 04:53:26+00:00,gaspoll2024,"Sejumlah Kepala Daerah di Jatim Dukung Cak Imin Capres 2024

#gaspoll #GusMuhaiminAsikPoll #CakImin #capres2024 https://t.co/4zSxeUQylB","DKI Jakarta, Indonesia"
57,2023-02-16 04:17:34+00:00,Kop15achet,"@cakimiNOW Cakimin pancen oyee, akeh duite..",
58,2023-02-16 02:53:23+00:00,AsepSeptiyana_,"Waaadduuhh gawat guys, ternyata begini keadaan Cak Imin dengan NU 😌😌😌 #muhaiminiskandar #cakimin #pkb #1abadnu #NU #IndonesiaJuara #IndonesiaMaju https://t.co/53NbfGGUhN",
59,2023-02-16 02:45:24+00:00,Edymaull,"Cak imin tak hadir acara 1 abad NU 
#cakimin #pkb #partaikebangkitanbangsa #nadhatululama #1abadnu #pengkhianat #Pilpres2024 https://t.co/FetX40oceo",
60,2023-02-16 02:29:32+00:00,Agamsyah1998,"Cak imin tak datang di satu abad NU.
#cakimin #satuabadnu https://t.co/luy1HcoMv3","Bandung, Jawa Barat"
61,2023-02-16 01:29:52+00:00,ahmadhellishfau,#JokowiCakImin #JoinKepri2019 #NasionalisReligius FOLLOW | RETWEET | LIKE | KOMEN Jokowi-CakImin https://t.co/R05nlYjIbD,
62,2023-02-16 01:14:53+00:00,rahmadhdyt709,"Cakimin tak hadiri di acara NU.
#cakimin #nadhatululama #PKB #Pilpres2024 #waspadacapresradikal #penghianat https://t.co/ZswLyu8lgR",
63,2023-02-16 01:08:33+00:00,mrivaldo1207,"cak imin tidak hadiri 1 abad Nu
#nahdhatululama 
#nahdhatululamaindonesia 
#nahdhatululama1abad 
#cakimin 
#cakiminpresiden2024 
#pkb https://t.co/fzMzWX8G8y",
64,2023-02-16 00:30:14+00:00,SedulurU,"Simulasi empat pasangan pilpres 2024

#prabowo #gusmuhaimin #cakimin #gusimin #gusmuhaiminpresiden2024 #pkb #pkbmojokerto https://t.co/gxIdexnK2H",
65,2023-02-16 00:26:31+00:00,Sulisti60188128,@CakImin_Bulian @cakimiNOW 👍mantap,"Sumatera Selatan, Indonesia"
66,2023-02-16 00:19:46+00:00,fauzanfuadiFF,"Budal Gus!
@cakiminow

#Muhaiminiskandar 
#gusmuhaimin 
#cakimin 
#budalgus
#1pkb 
#pkb 
#pkbjatim 
#konkret https://t.co/d27wueHGD8",
67,2023-02-15 15:21:08+00:00,gaspoll2024,"Galery Tasyakuran Satu Abad NU

#gaspoll #GusMuhaiminAsikPoll #CakImin #gallery #tasyakuran #satuabadNU https://t.co/nAwhMuKEiL","DKI Jakarta, Indonesia"
68,2023-02-15 15:04:34+00:00,beritajatimcom,"Kepala Daerah Serahkan Mandat: Budal Gus Muhaimin!.

PKB menyerahkan mandat kepada Ketua Umum PKB Muhaimin Iskandar untuk maju sebagai calon presiden (capres) 2024. -- Ikuti kami di Google… https://t.co/wXn06lZyxx #PolitikPemerintahan #Cakimin #gusmuhaimin via @beritajatimcom",Surabaya
69,2023-02-15 14:44:28+00:00,lebahdigital22,"Mandat Desa Untuk Indonesia 
#budalgus #mandatdesa #cakimin https://t.co/R2Bemt00ZT",
70,2023-02-15 14:29:09+00:00,ahmadhellishfau,#JokowiCakImin #JoinKepri2019 #NasionalisReligius FOLLOW | RETWEET | LIKE | KOMEN Jokowi-CakImin https://t.co/UwZnf3kBW9,
71,2023-02-15 14:29:08+00:00,ahmadhellishfau,#JokowiCakImin #JoinKepri2019 #NasionalisReligius FOLLOW | RETWEET | LIKE | KOMEN Jokowi-CakImin https://t.co/BVop6cweSR,
72,2023-02-15 12:29:21+00:00,ahmadhellishfau,#JokowiCakImin #JoinKepri2019 #NasionalisReligius FOLLOW | RETWEET | LIKE | KOMEN Jokowi-CakImin https://t.co/QQfHxlrREc,
73,2023-02-15 12:29:21+00:00,ahmadhellishfau,#JokowiCakImin #JoinKepri2019 #NasionalisReligius FOLLOW | RETWEET | LIKE | KOMEN Jokowi-CakImin https://t.co/hAVsWDXKMm,
74,2023-02-15 12:29:20+00:00,ahmadhellishfau,#JokowiCakImin #JoinKepri2019 #NasionalisReligius FOLLOW | RETWEET | LIKE | KOMEN Jokowi-CakImin https://t.co/vxsM2r69a0,
75,2023-02-15 12:29:20+00:00,ahmadhellishfau,#JokowiCakImin #JoinKepri2019 #NasionalisReligius FOLLOW | RETWEET | LIKE | KOMEN Jokowi-CakImin https://t.co/ElUCLRLSMu,
76,2023-02-15 12:23:31+00:00,spec_politic,"Emangnya pohon beringin dapat menjadi tempat teduh untuk yang lain ya? 

@airlangga_hrt @cakimiNOW
@suryapaloh51 @syaikhu_ahmad
#Golkar #Nasdem #PKS #PKB #airlanggahartarto #suryapaloh #cakimin #ahmadsyaikhu https://t.co/VHYgTWOr1j",Jakarta Capital Region
77,2023-02-15 12:21:03+00:00,SaidaFathan,@cakimin https://t.co/g8zwC4ViE7,
78,2023-02-15 12:20:42+00:00,dpwpkbjabar,"Pastikan RUU PPRT segera disahkan DPR 😉

#survey #politik #pemilu2024 #pilpres2024 #GusMuhaimin #MuhaiminIskandar #cakimin #syaifulhuda #ajamacepjamaludin #prt #art #uud #undangundang

@dpp_pkb @cakiminow @emhasanuddin @syaifulhooda @AcepJamaludin01 https://t.co/ZkbHmHf9qu","Kota Bandung, Jawa Barat"
79,2023-02-15 12:05:52+00:00,MRois26543529,"Desa-Desa yg berada di pulau jawa timur memang Kece.... teruslah meng aspirasikan apa yg menjadi kebutuhan Desa...
Bravo....
#BudalGus 
#cakimin 
#pkbuntukbangsa https://t.co/agMhp6CVBk",
80,2023-02-15 11:17:29+00:00,MasNasirudin,"Mandat daerah untuk Indonesia
#desa
#cakimin https://t.co/vOJeGYNu1F",
81,2023-02-15 10:33:06+00:00,qiu_qiu66,"#BudalGus 
#cakimin 
#GusMuhaiminBerangkat https://t.co/BHry8w82p2","Pasuruan, Jawa Timur"
82,2023-02-15 10:18:06+00:00,Iya5Riya,"#budalgus #gusmuhaiminberangkat #nu  #gusmuhaimin #muhaiminiskandar  #pkb #cakimin #syaifulhuda #acepjamaludin  #desa #kades

@dpp_pkb @cakiminow  @syaifulhooda https://t.co/MAo4vpgP73",
83,2023-02-15 10:17:42+00:00,Iya5Riya,"#budalgus #gusmuhaiminberangkat #nu  #gusmuhaimin #muhaiminiskandar  #pkb #cakimin #syaifulhuda #acepjamaludin  #desa #kades

@dpp_pkb @cakiminow  @syaifulhooda https://t.co/ocClh1yX19",
84,2023-02-15 09:23:24+00:00,CakImin_Bulian,"Kita berjuang bersama Gus Muhaimin 

#BudalGus 
#GusMuhaiminBerangkat 

@cakimiNOW https://t.co/MHmsXlomgk",
85,2023-02-15 08:53:03+00:00,Robertrobianto1,#Cakimin https://t.co/ZCLgmz4zzq,
86,2023-02-15 06:32:52+00:00,RudiYan36776046,#cakimin https://t.co/V6Opk5qorf,
87,2023-02-15 03:33:24+00:00,portalmediaid,"Tak Risau Jika Prabowo Berpaling Ke Khofifah, Ini Respon Cak Imin

Baca Selengkapnya: https://t.co/9Wt3TUMVGc

#BeritaTerkini #media #Online #news #BreakingNews #prabowo #khofifah #cakimin #politik #Indonesia","Makassar, Indonesia"
88,2023-02-15 03:28:57+00:00,HasanudinTiro,"Canvasing Gus Muhaimin Iskandar 

@cakimiNOW 

#gusmuhaimin #cakimin #pkb https://t.co/2Ky0s7ijgY","DKI Jakarta, Indonesia"
89,2023-02-15 03:23:04+00:00,Kop15achet,"@satupersepsi @cakimiNOW Ini pelecehan sih, tolong ditertibkan. Cakimin itu capres, jangan macem2.",
90,2023-02-14 23:56:13+00:00,stela_langkun,@cakimin https://t.co/hQcKZUvMvN,
91,2023-02-14 23:44:34+00:00,Hanafi21Hanafi,"#BudalGus 
#GusMuhaiminBerangkat 
#Cakimin
#FraksiPKB
#DPPPKB https://t.co/CeIIcvInq1",
92,2023-02-14 23:29:14+00:00,ahmadhellishfau,#JokowiCakImin #JoinKepri2019 #NasionalisReligius FOLLOW | RETWEET | LIKE | KOMEN Jokowi-CakImin https://t.co/Vm7VQAgEcT,
93,2023-02-14 22:49:58+00:00,dandibahtiar,"Ayo bergerak bersama @cakimin 
#mandatdesa
#BudalGus
#GusMuhaiminBerangkat https://t.co/u3j3cbt7PP",Cugenang - Cianjur
94,2023-02-14 17:17:35+00:00,aldi2697,"#mandatdesa
#cakimin https://t.co/aT2T2ocuGe",
95,2023-02-14 14:55:44+00:00,gaspoll2024,"""Padahal kita ini hidup tumbuh tanpa kuota apapun Wi-Fi kita menyala-nyala selamanya."" - A. Muhaimin Iskandar

#gaspoll #GusMuhaiminAsikPoll #CakImin #MuhaiminIskandar #NTB https://t.co/3zxohyH8ew","DKI Jakarta, Indonesia"
96,2023-02-14 14:14:19+00:00,ITetehuka,"Predides pilihan Rakyat adalah Cakimin,. https://t.co/wVHHEDmoJd",
97,2023-02-14 13:46:51+00:00,sutiknopkb,"Kumpul bersama warga RT. 05 RW. 03 Pesanggrahan Kelurahan Pesanggrahan, Senin (13/2).

Semoga silaturahmi kita bisa tetap terjalin. Aamiin

#silaturahmi 
#pesanggrahan
#cakimin 
#sutikno 
#sutiknopkb https://t.co/5HBFB709he",
98,2023-02-14 13:29:34+00:00,ahmadhellishfau,#JokowiCakImin #JoinKepri2019 #NasionalisReligius FOLLOW | RETWEET | LIKE | KOMEN Jokowi-CakImin https://t.co/eFfyQujClf,
99,2023-02-14 13:29:33+00:00,ahmadhellishfau,#JokowiCakImin #JoinKepri2019 #NasionalisReligius FOLLOW | RETWEET | LIKE | KOMEN Jokowi-CakImin https://t.co/bmH4Y3wEph,
100,2023-02-14 12:25:04+00:00,Kop15achet,@Bambangelf Cakimin pancen oyyeee..,
101,2023-02-14 11:56:50+00:00,YaminBosTambang,"Gus Muhaimin adalah tokoh yang punya rumah, punya keluarga, dan punya kontribusi dari Desa untuk Indonesia.
@cakimin
#GusMuhaiminBerangkat",
102,2023-02-14 11:55:35+00:00,dpwpkbjabar,"Gus Muhaimin diberi mandat oleh kepala desa sebagai tokoh nasional untuk memimpin dan menyatukan Indonesia. 🇮🇩🇮🇩🇮🇩

#budalgus #gusmuhaiminberangkat #nu  #gusmuhaimin #muhaiminiskandar  #pkb #cakimin #syaifulhuda #acepjamaludin  #desa #kades

@dpp_pkb @cakiminow  @syaifulhooda https://t.co/rOucAn9Rwz","Kota Bandung, Jawa Barat"
103,2023-02-14 10:56:36+00:00,parenangi,#CakImin https://t.co/t0CMRJKrfQ,
104,2023-02-14 10:39:53+00:00,fauzanfuadiFF,"Mandat Desa untuk Indonesia

@cakiminow 

#gusmuhaimin 
#Muhaiminiskandar 
#cakimin 
#cakiminuntukindonesia 
#1pkb 
#pkb 
#pkbjatim 
#konkret https://t.co/Q80NWqnnxw",
105,2023-02-14 10:13:27+00:00,sofyanachmad49,"Bidal Gus....
#cakimin
#nanangsusanto https://t.co/0nL4iFhF2k",Rukti Basuki Kecamatan rumbia 
106,2023-02-14 10:12:21+00:00,nifrijalrijal,"#Gusmihaimin
#PKB
#cakimin
#ibrahum
#alfianur
#zulkifli
#busra https://t.co/WiZra1D2KN",
107,2023-02-14 10:10:15+00:00,Indogemilang,setuju gak nih? #airlanggahartarto #golkarindonesia #koalisi #cakimin #capres2024 #prabowo #pilpres2024 @airlangga_hrt https://t.co/tzvGMQ3XbW,
108,2023-02-14 10:00:52+00:00,nifrijalrijal,"#Cakimin
#dpp_pkb https://t.co/43iRyQSv4Y",
109,2023-02-14 09:49:04+00:00,beritajatimcom,"Cak Imin Ngaku Tak Tahu Prabowo Temui Khofifah.

Cak Imin mengaku tidak mengetahui pertemuan Ketum Gerindra, Prabowo Subianto dengan Gubernur Jawa Timur, Khofifah Indar Parawansa. --… https://t.co/3Gx9kCeZpR #PolitikPemerintahan #Blitar #Cakimin #Khofifah via @beritajatimcom",Surabaya
110,2023-02-14 08:36:05+00:00,mshodiq613,"#Budalgus
#GusMuhaiminBerangkat 
#muhaiminiskandar
#cakimin https://t.co/zmgSjFx9ut","Blora, Indonesia"
111,2023-02-14 08:29:40+00:00,ahmadhellishfau,#JokowiCakImin #JoinKepri2019 #NasionalisReligius FOLLOW | RETWEET | LIKE | KOMEN Jokowi-CakImin https://t.co/fzSefCFXmk,
112,2023-02-14 08:13:09+00:00,andreasfahmi2,mandat desa untuk indonesia #gusmuhaimin #cakimin https://t.co/lfCSLkOwuC,"Bengkulu Utara, Bengkulu"
113,2023-02-14 07:47:00+00:00,Kop15achet,"@gaspoll2024 Cakimin for R1, yes?",
114,2023-02-14 07:36:44+00:00,talkaboutthis__,"Waah Pak Jokowi kasih tanda-tanda niih 

#airlanggahartarto #jokowi #golkarindonesia #indonesia #pemilu #partaipolitik #suryapaloh #nasdem #cakimin #muhaiminiskandar #zulkiflihasan #ridwankamil #ValentinesDay #14february https://t.co/ZYH8CGSZdM",
115,2023-02-14 07:35:25+00:00,Reneldysch_82,"#BudalGus
#GusMuhainBerangkat
#cakimin
#DPP_PKB https://t.co/XL1geI9lof",
116,2023-02-14 07:31:10+00:00,netrayID,"Melihat Top 5 popularitas tokoh politik periode ini, 
@CakiminNow dan @RidwanKamil keluar dari 5 besar digantikan dengan @ErickThohir diurutan 4 dan @ganjarpranowo di urutan kelima. 

#rk #ridwankamil #cakimin #tokohpolitik #mediamonitoring","Yogyakarta, Indonesia"
117,2023-02-14 07:29:35+00:00,ahmadhellishfau,#JokowiCakImin #JoinKepri2019 #NasionalisReligius FOLLOW | RETWEET | LIKE | KOMEN Jokowi-CakImin https://t.co/QHzFeRdy7U,
118,2023-02-14 07:29:34+00:00,ahmadhellishfau,#JokowiCakImin #JoinKepri2019 #NasionalisReligius FOLLOW | RETWEET | LIKE | KOMEN Jokowi-CakImin https://t.co/fTcR28eFiE,
119,2023-02-14 07:22:43+00:00,Batli544264311,"#gusbudal
#muhaiminiskandar 
#cakimin https://t.co/QQsgkvbjPX",
120,2023-02-14 07:01:06+00:00,dJarotSWibowo,"#cakimin
#BudalGus!
#GusMuhaiminBerangkat https://t.co/6pvAUPQj2I",
121,2023-02-14 07:01:06+00:00,dJarotSWibowo,"#cakimin
#BudalGus!
#GusMuhaiminBerangkat https://t.co/ATlkiHsc22",
122,2023-02-14 05:08:45+00:00,muhamma39967166,"Mandat Desa
#BudhaIGus
#muhaiminiskandar
@cakimiNOW 
@DPP_PKB 
@cakimin https://t.co/6JyUfBI8lP",
123,2023-02-14 04:59:11+00:00,erni_hakim,"Mandat Desa untuk Indonesia
@Cakimin
@EmHasanuddin 
@Jazilul_Fawaid
@DPP_PKB 
@zainul_munas 
@SukoyoKasekpro 
@Brigade01Arwan1 
@hasanroviqi
@Mursyidan10 @Zarmin_s @HasanZulfahmi https://t.co/TY29n52YwU",
124,2023-02-14 04:30:00+00:00,ThePhraseID,"Ketua Umum Partai Golkar dan Ketua Umum DPP PKB Muhaimin Iskandar langsungkan pertemuan di Senayan sepakat buat politik adem terus.
#ThePhraseID #partaigolkar #pkb #airlanggahartarto #cakimin #partaipolitik #PemiluSerentak2024  @airlangga_hrt @cakimiNOW 
https://t.co/kg9dshbuQs",
125,2023-02-14 03:31:59+00:00,bengkeldodo,"Simulasi pasangan menurut Mas Saepul ... saya sih setuju ✅️

#prabowo #cakimin kalau kamu piye ? https://t.co/IC1k1xLaZC","Kebumen, Indonesia"
126,2023-02-14 00:54:17+00:00,SedulurU,#gusmuhaimin #cakimin #gusimin #gusmuhaiminpresiden2024 #pkb #pkbmojokerto https://t.co/PIrluITtZ6,
127,2023-02-14 00:32:18+00:00,RahayaanSanti,"#MandatDesaUntukIndonesia
#CakImin https://t.co/fZmHG14qQ8",Fakfak 
128,2023-02-14 00:29:06+00:00,ahmadhellishfau,#JokowiCakImin #JoinKepri2019 #NasionalisReligius FOLLOW | RETWEET | LIKE | KOMEN Jokowi-CakImin https://t.co/LTos2TzJOX,
129,2023-02-14 00:27:34+00:00,Miftahu63151063,"#cakimin 
#berangkat https://t.co/JRSLLr3Zxd",
130,2023-02-14 00:15:43+00:00,sutiknopkb,"Aamiin...

#cakimin
#1AbadNU 
#sutikno
#sutiinopkb https://t.co/TywBlrX5oC",
131,2023-02-13 23:47:08+00:00,fauzanfuadiFF,"Ladub gus!

@cakiminow 

#Muhaiminiskandar
#gusmuhaiminpresiden2024 
#gusmuhaimin 
#cakimin 
#1pkb 
#pkb 
#pkbjatim 
#konkret https://t.co/5vQzUOfIhV",
132,2023-02-13 20:52:54+00:00,abdullah_kusa,"#MandatDesaUntukIndonesia 
#CakImin https://t.co/rMl7swqUJp",
133,2023-02-13 13:45:35+00:00,AsepRuk75803213,#cakimin https://t.co/2pQUQ5NPKr,
134,2023-02-13 13:20:24+00:00,widiyanto_tpp,"Aku bolo mu Gus...
Dukung Penuh...

#budalgus 
#presidenku2024
#cakimin
#pkbuntukbangsa https://t.co/YeXWErn5mS",Lampung Tengah 
135,2023-02-13 13:14:08+00:00,ArhyBrata_,"#BudalGus
#gusmuhaimin
@cakimin
@dpp_pkb
@malik_haramain 
@yusra_daridesa https://t.co/Cy4VXLwrJf",
136,2023-02-13 13:10:46+00:00,AirlanggaKerja,"Bertemu dengan Ketua Umum DPP Partai Kebangkitan Bangsa (PKB) Bapak Muhaimin Iskandar @cakimiNOW 

Topik lainnya yang dibicarakan tentunya berkaitan dengan kerjasama dalam membangun koalisi jelang Pilpres 2024.

Salam semangat 🙏🏻 #airlanggahartarto #cakimin #golkarindonesia #pkb https://t.co/RHvvL8yVnc",
137,2023-02-13 13:04:05+00:00,Muhamad65382128,"BudalGus
#cakimin https://t.co/E74pktZrSP","Konawe Selatan, Sulawesi Tengg"
138,2023-02-13 12:47:43+00:00,Murni19831015,@CakImin_Bulian Mantap,"Muara Bulian, Indonesia"
139,2023-02-13 12:46:43+00:00,CakImin_Bulian,"Mandat Desa untuk Indonesia
#budalgus
#GusMuhaiminBerangkat https://t.co/2c1aV7E8MX",
140,2023-02-13 12:10:46+00:00,AhmadRi06945265,"#BundalGus
#Gus MuhaiminBerangkat
@Cakimin Now https://t.co/AttSNyfjQ0",
141,2023-02-13 11:29:36+00:00,ahmadhellishfau,#JokowiCakImin #JoinKepri2019 #NasionalisReligius FOLLOW | RETWEET | LIKE | KOMEN Jokowi-CakImin https://t.co/PpUcf0Grq9,
142,2023-02-13 09:54:56+00:00,derasdotid,"Cak Imin dan Airlangga mengisyaratkan peluang peleburan koalisi menjelang Pemilu 2024. Namun hal ini masih menjadi tanda tanya. Cek dulu ya video ini. 

#cakimin #derasdotid #airlanggahartarto #gusmuhaimin #pemilu2024 https://t.co/MPOsuwEdv3","DKI Jakarta, Indonesia"
143,2023-02-13 09:29:17+00:00,ahmadhellishfau,#JokowiCakImin #JoinKepri2019 #NasionalisReligius FOLLOW | RETWEET | LIKE | KOMEN Jokowi-CakImin https://t.co/f5nYIlztpd,
144,2023-02-13 07:45:34+00:00,PKB_Bojonegoro,"Reposted from @muhaimin.squad 
Salah satu yang patut di contoh,
 @aeshnina Aktivis cilik yg mencintai lingkungan.😇

Anak muda ayo cintai lingkungan, stop sampah plastik❗️

#MuhaiminIskandar
#GusMuhaimin
#CakImin
#NextPresident2024 https://t.co/JL8CyldUPo",Bojonegoro
145,2023-02-13 01:03:25+00:00,warna_nusa,"Cak Imin Ketemuan dengan Airlangga Hartarto, Ada Apa Nih? Rocky Gerung: Pertemuan Semacam Ini Sebetulnya ...

#cakimin #airlanggahartarto #rockygerung
https://t.co/htWngzkE0H",Jl. Sumatera 118-120 Jember
146,2023-02-12 19:23:24+00:00,TeknokratJawa,#airlanggahartarto #cakimin #prabowo #gerindra #golkarindonesia https://t.co/bsgsG5GLOH,
147,2023-02-12 18:29:38+00:00,ahmadhellishfau,#JokowiCakImin #JoinKepri2019 #NasionalisReligius FOLLOW | RETWEET | LIKE | KOMEN Jokowi-CakImin https://t.co/xh1wMYkMWD,
148,2023-02-12 16:28:55+00:00,AirlanggaBkarya,"PKB bertemu Golkar sinyal memberi peluang koalisi
@airlangga_hrt #airlanggahartarto #golkarindonesia #partaipkb #cakimin #istorasenayan #beritaterkini #infopolitik #viralpolitik #politikindonesia #beritahariini #news #teupdate https://t.co/2nL8CncxKG",
149,2023-02-12 12:23:21+00:00,dpwpkbjabar,"Day 2: Uji Kelayakan dan Kepatutan Bacaleg DPRD Provinsi Se-Jawa Barat.

Ketika kita meyakini bahwa kita layak, maka majulah dan sejahterakanlah masyarakat kita. 😉

#nu #1abadnu #gusmuhaimin #muhaiminiskandar #anakyatim #pkb #cakimin #syaifulhuda #acepjamaludin #caleg #dewan https://t.co/VG3t6fSNRf","Kota Bandung, Jawa Barat"
150,2023-02-12 09:45:46+00:00,PemimpinNegeri,Airlangga Hartarto bertemu dengan Cak Imin #golkarindonesia #airlanggahartarto #CakImin https://t.co/1Sqag45t7H,"Jakarta Timur, DKI Jakarta"
